GEOHASH,LAT1,LONG1,LAT2,LONG2,LAT3,LONG3,LAT4,LONG4,COUNT
dpp08e,39.4793701172,-80.1232910156,39.4793701172,-80.1342773438,39.4848632812,-80.1232910156,39.4848632812,-80.1342773438,1
dpp097,39.4793701172,-80.0903320312,39.4793701172,-80.1013183594,39.4848632812,-80.0903320312,39.4848632812,-80.1013183594,1
dpp0f0,39.5068359375,-80.0573730469,39.5068359375,-80.068359375,39.5123291016,-80.0573730469,39.5123291016,-80.068359375,1
dpp0f3,39.5123291016,-80.0463867188,39.5123291016,-80.0573730469,39.5178222656,-80.0463867188,39.5178222656,-80.0573730469,1
dpp0fs,39.5288085938,-80.0354003906,39.5288085938,-80.0463867188,39.5343017578,-80.0354003906,39.5343017578,-80.0463867188,1
dpp0g7,39.5233154297,-80.0024414062,39.5233154297,-80.0134277344,39.5288085938,-80.0024414062,39.5288085938,-80.0134277344,1
dpp0gk,39.5288085938,-80.0024414062,39.5288085938,-80.0134277344,39.5343017578,-80.0024414062,39.5343017578,-80.0134277344,1
dpp0gv,39.5343017578,-79.98046875,39.5343017578,-79.9914550781,39.5397949219,-79.98046875,39.5397949219,-79.9914550781,1
dpp0k8,39.4189453125,-79.9475097656,39.4189453125,-79.9584960938,39.4244384766,-79.9475097656,39.4244384766,-79.9584960938,1
dpp0nb,39.375,-79.8486328125,39.375,-79.8596191406,39.3804931641,-79.8486328125,39.3804931641,-79.8596191406,1
dpp0wg,39.4793701172,-79.8486328125,39.4793701172,-79.8596191406,39.4848632812,-79.8486328125,39.4848632812,-79.8596191406,1
dpp15s,39.5727539062,-79.9914550781,39.5727539062,-80.0024414062,39.5782470703,-79.9914550781,39.5782470703,-80.0024414062,1
dpp168,39.5947265625,-80.0354003906,39.5947265625,-80.0463867188,39.6002197266,-80.0354003906,39.6002197266,-80.0463867188,1
dpp179,39.6002197266,-79.9914550781,39.6002197266,-80.0024414062,39.6057128906,-79.9914550781,39.6057128906,-80.0024414062,1
dpp19t,39.6661376953,-80.0793457031,39.6661376953,-80.0903320312,39.6716308594,-80.0793457031,39.6716308594,-80.0903320312,1
dpp1b1,39.6881103516,-80.1452636719,39.6881103516,-80.15625,39.6936035156,-80.1452636719,39.6936035156,-80.15625,1
dpp1bc,39.6881103516,-80.1123046875,39.6881103516,-80.1232910156,39.6936035156,-80.1123046875,39.6936035156,-80.1232910156,1
dpp1df,39.6496582031,-80.0244140625,39.6496582031,-80.0354003906,39.6551513672,-80.0244140625,39.6551513672,-80.0354003906,1
dpnwmv,40.5010986328,-80.595703125,40.5010986328,-80.6066894531,40.5065917969,-80.595703125,40.5065917969,-80.6066894531,1
dpntyq,40.4187011719,-80.5737304688,40.4187011719,-80.5847167969,40.4241943359,-80.5737304688,40.4241943359,-80.5847167969,1
dpne4b,39.90234375,-80.7275390625,39.90234375,-80.7385253906,39.9078369141,-80.7275390625,39.9078369141,-80.7385253906,1
dpnty6,40.3967285156,-80.5737304688,40.3967285156,-80.5847167969,40.4022216797,-80.5737304688,40.4022216797,-80.5847167969,1
dpne4d,39.9133300781,-80.7385253906,39.9133300781,-80.7495117188,39.9188232422,-80.7385253906,39.9188232422,-80.7495117188,1
dpne4s,39.9243164062,-80.7385253906,39.9243164062,-80.7495117188,39.9298095703,-80.7385253906,39.9298095703,-80.7495117188,1
dpnedu,40.0122070312,-80.7275390625,40.0122070312,-80.7385253906,40.0177001953,-80.7275390625,40.0177001953,-80.7385253906,1
dpneez,40.0286865234,-80.68359375,40.0286865234,-80.6945800781,40.0341796875,-80.68359375,40.0341796875,-80.6945800781,1
dpnefy,40.0671386719,-80.7275390625,40.0671386719,-80.7385253906,40.0726318359,-80.7275390625,40.0726318359,-80.7385253906,1
dpnegc,40.0396728516,-80.68359375,40.0396728516,-80.6945800781,40.0451660156,-80.68359375,40.0451660156,-80.6945800781,1
dpnegj,40.0616455078,-80.7165527344,40.0616455078,-80.7275390625,40.0671386719,-80.7165527344,40.0671386719,-80.7275390625,1
dpnegv,40.0616455078,-80.68359375,40.0616455078,-80.6945800781,40.0671386719,-80.68359375,40.0671386719,-80.6945800781,1
dpnemg,39.9627685547,-80.595703125,39.9627685547,-80.6066894531,39.9682617188,-80.595703125,39.9682617188,-80.6066894531,1
dpneqh,39.9682617188,-80.5847167969,39.9682617188,-80.595703125,39.9737548828,-80.5847167969,39.9737548828,-80.595703125,1
dpnesw,40.0231933594,-80.6506347656,40.0231933594,-80.6616210938,40.0286865234,-80.6506347656,40.0286865234,-80.6616210938,1
dpnety,40.0231933594,-80.595703125,40.0231933594,-80.6066894531,40.0286865234,-80.595703125,40.0286865234,-80.6066894531,1
dpneud,40.0451660156,-80.6506347656,40.0451660156,-80.6616210938,40.0506591797,-80.6506347656,40.0506591797,-80.6616210938,1
dpneym,40.0616455078,-80.5737304688,40.0616455078,-80.5847167969,40.0671386719,-80.5737304688,40.0671386719,-80.5847167969,1
dpneyq,40.0671386719,-80.5737304688,40.0671386719,-80.5847167969,40.0726318359,-80.5737304688,40.0726318359,-80.5847167969,1
dpneyw,40.0671386719,-80.5627441406,40.0671386719,-80.5737304688,40.0726318359,-80.5627441406,40.0726318359,-80.5737304688,1
dpns5t,40.1055908203,-80.6945800781,40.1055908203,-80.7055664062,40.1110839844,-80.6945800781,40.1110839844,-80.7055664062,1
dpnsud,40.2209472656,-80.6506347656,40.2209472656,-80.6616210938,40.2264404297,-80.6506347656,40.2264404297,-80.6616210938,1
dpnsuy,40.2429199219,-80.6396484375,40.2429199219,-80.6506347656,40.2484130859,-80.6396484375,40.2484130859,-80.6506347656,1
dpnsvz,40.2484130859,-80.595703125,40.2484130859,-80.6066894531,40.25390625,-80.595703125,40.25390625,-80.6066894531,1
dpntjg,40.2703857422,-80.595703125,40.2703857422,-80.6066894531,40.2758789062,-80.595703125,40.2758789062,-80.6066894531,1
dpnttb,40.341796875,-80.595703125,40.341796875,-80.6066894531,40.3472900391,-80.595703125,40.3472900391,-80.6066894531,1
dpnty1,40.3912353516,-80.5847167969,40.3912353516,-80.595703125,40.3967285156,-80.5847167969,40.3967285156,-80.595703125,1
dny4g1,38.4576416016,-81.4196777344,38.4576416016,-81.4306640625,38.4631347656,-81.4196777344,38.4631347656,-81.4306640625,1
dny2t5,38.0731201172,-80.9802246094,38.0731201172,-80.9912109375,38.0786132812,-80.9802246094,38.0786132812,-80.9912109375,1
dny49y,38.4411621094,-81.474609375,38.4411621094,-81.4855957031,38.4466552734,-81.474609375,38.4466552734,-81.4855957031,1
dnvbvw,38.1335449219,-81.6613769531,38.1335449219,-81.6723632812,38.1390380859,-81.6613769531,38.1390380859,-81.6723632812,1
dnvb60,38.0126953125,-81.8151855469,38.0126953125,-81.826171875,38.0181884766,-81.8151855469,38.0181884766,-81.826171875,1
dnvb6p,38.0511474609,-81.8151855469,38.0511474609,-81.826171875,38.056640625,-81.8151855469,38.056640625,-81.826171875,1
dnvb9d,38.0676269531,-81.8371582031,38.0676269531,-81.8481445312,38.0731201172,-81.8371582031,38.0731201172,-81.8481445312,1
dnvb9s,38.0786132812,-81.8371582031,38.0786132812,-81.8481445312,38.0841064453,-81.8371582031,38.0841064453,-81.8481445312,1
dnvb9y,38.0895996094,-81.826171875,38.0895996094,-81.8371582031,38.0950927734,-81.826171875,38.0950927734,-81.8371582031,1
dnvbcy,38.1335449219,-81.826171875,38.1335449219,-81.8371582031,38.1390380859,-81.826171875,38.1390380859,-81.8371582031,1
dnvbd5,38.0731201172,-81.8151855469,38.0731201172,-81.826171875,38.0786132812,-81.8151855469,38.0786132812,-81.826171875,1
dnvbep,38.0950927734,-81.7712402344,38.0950927734,-81.7822265625,38.1005859375,-81.7712402344,38.1005859375,-81.7822265625,1
dnvbg8,38.1005859375,-81.7492675781,38.1005859375,-81.7602539062,38.1060791016,-81.7492675781,38.1060791016,-81.7602539062,1
dnvbq0,38.0126953125,-81.6394042969,38.0126953125,-81.650390625,38.0181884766,-81.6394042969,38.0181884766,-81.650390625,1
dnvbvq,38.1335449219,-81.6723632812,38.1335449219,-81.6833496094,38.1390380859,-81.6723632812,38.1390380859,-81.6833496094,1
dnvcdm,38.2598876953,-81.8041992188,38.2598876953,-81.8151855469,38.2653808594,-81.8041992188,38.2653808594,-81.8151855469,1
dny49p,38.4466552734,-81.5075683594,38.4466552734,-81.5185546875,38.4521484375,-81.5075683594,38.4521484375,-81.5185546875,1
dnvcdn,38.2653808594,-81.8151855469,38.2653808594,-81.826171875,38.2708740234,-81.8151855469,38.2708740234,-81.826171875,1
dnvcdy,38.2653808594,-81.7822265625,38.2653808594,-81.7932128906,38.2708740234,-81.7822265625,38.2708740234,-81.7932128906,1
dnvcg0,38.2763671875,-81.7712402344,38.2763671875,-81.7822265625,38.2818603516,-81.7712402344,38.2818603516,-81.7822265625,1
dnvcge,38.2928466797,-81.7492675781,38.2928466797,-81.7602539062,38.2983398438,-81.7492675781,38.2983398438,-81.7602539062,1
dnvchy,38.1774902344,-81.6943359375,38.1774902344,-81.7053222656,38.1829833984,-81.6943359375,38.1829833984,-81.7053222656,1
dnvcjb,38.14453125,-81.650390625,38.14453125,-81.6613769531,38.1500244141,-81.650390625,38.1500244141,-81.6613769531,1
dnvcrn,38.2214355469,-81.5954589844,38.2214355469,-81.6064453125,38.2269287109,-81.5954589844,38.2269287109,-81.6064453125,1
dnvcuj,38.3038330078,-81.7272949219,38.3038330078,-81.73828125,38.3093261719,-81.7272949219,38.3093261719,-81.73828125,1
dnvcxf,38.2434082031,-81.5625,38.2434082031,-81.5734863281,38.2489013672,-81.5625,38.2489013672,-81.5734863281,1
dnvczb,38.2763671875,-81.5625,38.2763671875,-81.5734863281,38.2818603516,-81.5625,38.2818603516,-81.5734863281,1
dnvd04,38.3312988281,-82.2546386719,38.3312988281,-82.265625,38.3367919922,-82.2546386719,38.3367919922,-82.265625,1
dnvb2g,38.0291748047,-81.8701171875,38.0291748047,-81.8811035156,38.0346679688,-81.8701171875,38.0346679688,-81.8811035156,1
dnvb2c,38.0181884766,-81.8701171875,38.0181884766,-81.8811035156,38.0236816406,-81.8701171875,38.0236816406,-81.8811035156,1
dnvb15,37.9852294922,-81.8591308594,37.9852294922,-81.8701171875,37.9907226562,-81.8591308594,37.9907226562,-81.8701171875,1
dnv9sj,38.2598876953,-82.0788574219,38.2598876953,-82.08984375,38.2653808594,-82.0788574219,38.2653808594,-82.08984375,1
dnv81z,38.0072021484,-82.177734375,38.0072021484,-82.1887207031,38.0126953125,-82.177734375,38.0126953125,-82.1887207031,1
dnv849,37.9742431641,-82.1447753906,37.9742431641,-82.1557617188,37.9797363281,-82.1447753906,37.9797363281,-82.1557617188,1
dnv84b,37.96875,-82.1337890625,37.96875,-82.1447753906,37.9742431641,-82.1337890625,37.9742431641,-82.1447753906,1
dnv876,38.0236816406,-82.1118164062,38.0236816406,-82.1228027344,38.0291748047,-82.1118164062,38.0291748047,-82.1228027344,1
dnv88e,38.0731201172,-82.2326660156,38.0731201172,-82.2436523438,38.0786132812,-82.2326660156,38.0786132812,-82.2436523438,1
dnv89z,38.0950927734,-82.177734375,38.0950927734,-82.1887207031,38.1005859375,-82.177734375,38.1005859375,-82.1887207031,1
dnv8j1,37.9742431641,-82.0349121094,37.9742431641,-82.0458984375,37.9797363281,-82.0349121094,37.9797363281,-82.0458984375,1
dnv8j8,37.96875,-82.0129394531,37.96875,-82.0239257812,37.9742431641,-82.0129394531,37.9742431641,-82.0239257812,1
dnv8jb,37.96875,-82.001953125,37.96875,-82.0129394531,37.9742431641,-82.001953125,37.9742431641,-82.0129394531,1
dnv8ju,37.9907226562,-82.001953125,37.9907226562,-82.0129394531,37.9962158203,-82.001953125,37.9962158203,-82.0129394531,1
dnv8jx,38.0072021484,-82.0129394531,38.0072021484,-82.0239257812,38.0126953125,-82.0129394531,38.0126953125,-82.0239257812,1
dnv8k0,38.0126953125,-82.0788574219,38.0126953125,-82.08984375,38.0181884766,-82.0788574219,38.0181884766,-82.08984375,1
dnv903,38.1500244141,-82.2436523438,38.1500244141,-82.2546386719,38.1555175781,-82.2436523438,38.1555175781,-82.2546386719,1
dnv91y,38.1774902344,-82.177734375,38.1774902344,-82.1887207031,38.1829833984,-82.177734375,38.1829833984,-82.1887207031,1
dnv94j,38.1719970703,-82.1667480469,38.1719970703,-82.177734375,38.1774902344,-82.1667480469,38.1774902344,-82.177734375,1
dnv978,38.1884765625,-82.1008300781,38.1884765625,-82.1118164062,38.1939697266,-82.1008300781,38.1939697266,-82.1118164062,1
dnv99m,38.2598876953,-82.1997070312,38.2598876953,-82.2106933594,38.2653808594,-82.1997070312,38.2653808594,-82.2106933594,1
dnv9cc,38.2818603516,-82.177734375,38.2818603516,-82.1887207031,38.2873535156,-82.177734375,38.2873535156,-82.1887207031,1
dnv9cd,38.2873535156,-82.1887207031,38.2873535156,-82.1997070312,38.2928466797,-82.1887207031,38.2928466797,-82.1997070312,1
dnv9e1,38.2379150391,-82.1228027344,38.2379150391,-82.1337890625,38.2434082031,-82.1228027344,38.2434082031,-82.1337890625,1
dnv9eq,38.2653808594,-82.1118164062,38.2653808594,-82.1228027344,38.2708740234,-82.1118164062,38.2708740234,-82.1228027344,1
dnv9pt,38.1719970703,-81.9250488281,38.1719970703,-81.9360351562,38.1774902344,-81.9250488281,38.1774902344,-81.9360351562,1
dnv9rj,38.2159423828,-81.9470214844,38.2159423828,-81.9580078125,38.2214355469,-81.9470214844,38.2214355469,-81.9580078125,1
dnvd1k,38.3422851562,-82.1997070312,38.3422851562,-82.2106933594,38.3477783203,-82.1997070312,38.3477783203,-82.2106933594,1
dnvdee,38.4246826172,-82.1008300781,38.4246826172,-82.1118164062,38.4301757812,-82.1008300781,38.4301757812,-82.1118164062,1
dnvdem,38.4356689453,-82.1118164062,38.4356689453,-82.1228027344,38.4411621094,-82.1118164062,38.4411621094,-82.1228027344,1
dnvf9v,38.4356689453,-81.826171875,38.4356689453,-81.8371582031,38.4411621094,-81.826171875,38.4411621094,-81.8371582031,1
dnvfd7,38.4246826172,-81.8041992188,38.4246826172,-81.8151855469,38.4301757812,-81.8041992188,38.4301757812,-81.8151855469,1
dnvfd8,38.408203125,-81.7932128906,38.408203125,-81.8041992188,38.4136962891,-81.7932128906,38.4136962891,-81.8041992188,1
dnvfdk,38.4301757812,-81.8041992188,38.4301757812,-81.8151855469,38.4356689453,-81.8041992188,38.4356689453,-81.8151855469,1
dnvfg3,38.4576416016,-81.7602539062,38.4576416016,-81.7712402344,38.4631347656,-81.7602539062,38.4631347656,-81.7712402344,1
dnvfh9,38.3258056641,-81.7053222656,38.3258056641,-81.7163085938,38.3312988281,-81.7053222656,38.3312988281,-81.7163085938,1
dnvfhf,38.3312988281,-81.6943359375,38.3312988281,-81.7053222656,38.3367919922,-81.6943359375,38.3367919922,-81.7053222656,1
dnvfhr,38.3587646484,-81.7163085938,38.3587646484,-81.7272949219,38.3642578125,-81.7163085938,38.3642578125,-81.7272949219,1
dnvfhx,38.3587646484,-81.7053222656,38.3587646484,-81.7163085938,38.3642578125,-81.7053222656,38.3642578125,-81.7163085938,1
dnvfjp,38.3587646484,-81.6833496094,38.3587646484,-81.6943359375,38.3642578125,-81.6833496094,38.3642578125,-81.6943359375,1
dnvfjv,38.3477783203,-81.650390625,38.3477783203,-81.6613769531,38.3532714844,-81.650390625,38.3532714844,-81.6613769531,1
dnvfjx,38.3587646484,-81.6613769531,38.3587646484,-81.6723632812,38.3642578125,-81.6613769531,38.3642578125,-81.6723632812,1
dnvfke,38.3807373047,-81.7053222656,38.3807373047,-81.7163085938,38.3862304688,-81.7053222656,38.3862304688,-81.7163085938,1
dnvfm5,38.3807373047,-81.6833496094,38.3807373047,-81.6943359375,38.3862304688,-81.6833496094,38.3862304688,-81.6943359375,1
dnvfm8,38.3642578125,-81.6613769531,38.3642578125,-81.6723632812,38.3697509766,-81.6613769531,38.3697509766,-81.6723632812,1
dnvfmd,38.3752441406,-81.6613769531,38.3752441406,-81.6723632812,38.3807373047,-81.6613769531,38.3807373047,-81.6723632812,1
dnvfn8,38.3203125,-81.6174316406,38.3203125,-81.6284179688,38.3258056641,-81.6174316406,38.3258056641,-81.6284179688,1
dnvfnd,38.3312988281,-81.6174316406,38.3312988281,-81.6284179688,38.3367919922,-81.6174316406,38.3367919922,-81.6284179688,1
dnvfng,38.3367919922,-81.6064453125,38.3367919922,-81.6174316406,38.3422851562,-81.6064453125,38.3422851562,-81.6174316406,1
dnvfnj,38.3477783203,-81.6394042969,38.3477783203,-81.650390625,38.3532714844,-81.6394042969,38.3532714844,-81.650390625,1
dnvfnt,38.3477783203,-81.6174316406,38.3477783203,-81.6284179688,38.3532714844,-81.6174316406,38.3532714844,-81.6284179688,1
dnvfqb,38.3642578125,-81.6064453125,38.3642578125,-81.6174316406,38.3697509766,-81.6064453125,38.3697509766,-81.6174316406,1
dnvfr1,38.3697509766,-81.5954589844,38.3697509766,-81.6064453125,38.3752441406,-81.5954589844,38.3752441406,-81.6064453125,1
dnvfrx,38.4027099609,-81.5734863281,38.4027099609,-81.5844726562,38.408203125,-81.5734863281,38.408203125,-81.5844726562,1
dnvf9y,38.4411621094,-81.826171875,38.4411621094,-81.8371582031,38.4466552734,-81.826171875,38.4466552734,-81.8371582031,1
dnvf8p,38.4466552734,-81.9030761719,38.4466552734,-81.9140625,38.4521484375,-81.9030761719,38.4521484375,-81.9140625,1
dnvdgx,38.4906005859,-82.1008300781,38.4906005859,-82.1118164062,38.49609375,-82.1008300781,38.49609375,-82.1118164062,1
dnvf6e,38.3807373047,-81.7932128906,38.3807373047,-81.8041992188,38.3862304688,-81.7932128906,38.3862304688,-81.8041992188,1
dnvdhe,38.3367919922,-82.0568847656,38.3367919922,-82.0678710938,38.3422851562,-82.0568847656,38.3422851562,-82.0678710938,1
dnvdhg,38.3367919922,-82.0458984375,38.3367919922,-82.0568847656,38.3422851562,-82.0458984375,38.3422851562,-82.0568847656,1
dnvdmx,38.4027099609,-82.0129394531,38.4027099609,-82.0239257812,38.408203125,-82.0129394531,38.408203125,-82.0239257812,1
dnvdmz,38.4027099609,-82.001953125,38.4027099609,-82.0129394531,38.408203125,-82.001953125,38.408203125,-82.0129394531,1
dnvds9,38.4136962891,-82.0568847656,38.4136962891,-82.0678710938,38.4191894531,-82.0568847656,38.4191894531,-82.0678710938,1
dnvdtt,38.4356689453,-82.0129394531,38.4356689453,-82.0239257812,38.4411621094,-82.0129394531,38.4411621094,-82.0239257812,1
dnve40,38.49609375,-82.1667480469,38.49609375,-82.177734375,38.5015869141,-82.1667480469,38.5015869141,-82.177734375,1
dnvef2,38.6279296875,-82.1557617188,38.6279296875,-82.1667480469,38.6334228516,-82.1557617188,38.6334228516,-82.1667480469,1
dnvenz,38.5345458984,-81.9580078125,38.5345458984,-81.9689941406,38.5400390625,-81.9580078125,38.5400390625,-81.9689941406,1
dnveqn,38.5729980469,-81.9909667969,38.5729980469,-82.001953125,38.5784912109,-81.9909667969,38.5784912109,-82.001953125,1
dnvev2,38.6279296875,-82.0239257812,38.6279296875,-82.0349121094,38.6334228516,-82.0239257812,38.6334228516,-82.0349121094,1
dnvewr,38.6224365234,-81.9799804688,38.6224365234,-81.9909667969,38.6279296875,-81.9799804688,38.6279296875,-81.9909667969,1
dnvezn,38.6608886719,-81.9470214844,38.6608886719,-81.9580078125,38.6663818359,-81.9470214844,38.6663818359,-81.9580078125,1
dnvf0u,38.3422851562,-81.8701171875,38.3422851562,-81.8811035156,38.3477783203,-81.8701171875,38.3477783203,-81.8811035156,1
dnvf1h,38.3422851562,-81.8591308594,38.3422851562,-81.8701171875,38.3477783203,-81.8591308594,38.3477783203,-81.8701171875,1
dnvf2v,38.3917236328,-81.8701171875,38.3917236328,-81.8811035156,38.3972167969,-81.8701171875,38.3972167969,-81.8811035156,1
dnvf38,38.3642578125,-81.8371582031,38.3642578125,-81.8481445312,38.3697509766,-81.8371582031,38.3697509766,-81.8481445312,1
dnvf3e,38.3807373047,-81.8371582031,38.3807373047,-81.8481445312,38.3862304688,-81.8371582031,38.3862304688,-81.8481445312,1
dnvf3m,38.3917236328,-81.8481445312,38.3917236328,-81.8591308594,38.3972167969,-81.8481445312,38.3972167969,-81.8591308594,1
dnvf3r,38.4027099609,-81.8481445312,38.4027099609,-81.8591308594,38.408203125,-81.8481445312,38.408203125,-81.8591308594,1
dnvf3u,38.3862304688,-81.826171875,38.3862304688,-81.8371582031,38.3917236328,-81.826171875,38.3917236328,-81.8371582031,1
dnvf5x,38.3587646484,-81.7492675781,38.3587646484,-81.7602539062,38.3642578125,-81.7492675781,38.3642578125,-81.7602539062,1
dnvf67,38.3807373047,-81.8041992188,38.3807373047,-81.8151855469,38.3862304688,-81.8041992188,38.3862304688,-81.8151855469,1
dnv803,37.9742431641,-82.2436523438,37.9742431641,-82.2546386719,37.9797363281,-82.2436523438,37.9797363281,-82.2546386719,1
dnv6zh,38.4741210938,-82.2985839844,38.4741210938,-82.3095703125,38.4796142578,-82.2985839844,38.4796142578,-82.3095703125,1
dnv6x3,38.4136962891,-82.2875976562,38.4136962891,-82.2985839844,38.4191894531,-82.2875976562,38.4191894531,-82.2985839844,1
dntvty,37.5622558594,-81.650390625,37.5622558594,-81.6613769531,37.5677490234,-81.650390625,37.5677490234,-81.6613769531,1
dntvvm,37.6007080078,-81.6723632812,37.6007080078,-81.6833496094,37.6062011719,-81.6723632812,37.6062011719,-81.6833496094,1
dntvyv,37.6007080078,-81.6064453125,37.6007080078,-81.6174316406,37.6062011719,-81.6064453125,37.6062011719,-81.6174316406,1
dntw43,37.6226806641,-82.1557617188,37.6226806641,-82.1667480469,37.6281738281,-82.1557617188,37.6281738281,-82.1667480469,1
dntw4y,37.6501464844,-82.1337890625,37.6501464844,-82.1447753906,37.6556396484,-82.1337890625,37.6556396484,-82.1447753906,1
dntw73,37.6666259766,-82.1118164062,37.6666259766,-82.1228027344,37.6721191406,-82.1118164062,37.6721191406,-82.1228027344,1
dntw9b,37.705078125,-82.177734375,37.705078125,-82.1887207031,37.7105712891,-82.177734375,37.7105712891,-82.1887207031,1
dntw9p,37.7435302734,-82.2106933594,37.7435302734,-82.2216796875,37.7490234375,-82.2106933594,37.7490234375,-82.2216796875,1
dntwce,37.7655029297,-82.1887207031,37.7655029297,-82.1997070312,37.7709960938,-82.1887207031,37.7709960938,-82.1997070312,1
dntwfz,37.7874755859,-82.1337890625,37.7874755859,-82.1447753906,37.79296875,-82.1337890625,37.79296875,-82.1447753906,1
dntwjc,37.6226806641,-82.001953125,37.6226806641,-82.0129394531,37.6281738281,-82.001953125,37.6281738281,-82.0129394531,1
dntwjq,37.6501464844,-82.0239257812,37.6501464844,-82.0349121094,37.6556396484,-82.0239257812,37.6556396484,-82.0349121094,1
dntwqh,37.6831054688,-81.9909667969,37.6831054688,-82.001953125,37.6885986328,-81.9909667969,37.6885986328,-82.001953125,1
dntx6e,37.8533935547,-82.1447753906,37.8533935547,-82.1557617188,37.8588867188,-82.1447753906,37.8588867188,-82.1557617188,1
dntxhz,37.8314208984,-82.0458984375,37.8314208984,-82.0568847656,37.8369140625,-82.0458984375,37.8369140625,-82.0568847656,1
dntxjm,37.8204345703,-82.0239257812,37.8204345703,-82.0349121094,37.8259277344,-82.0239257812,37.8259277344,-82.0349121094,1
dntxkc,37.8424072266,-82.0458984375,37.8424072266,-82.0568847656,37.8479003906,-82.0458984375,37.8479003906,-82.0568847656,1
dntxny,37.8259277344,-81.9580078125,37.8259277344,-81.9689941406,37.8314208984,-81.9580078125,37.8314208984,-81.9689941406,1
dntxq1,37.8424072266,-81.9909667969,37.8424072266,-82.001953125,37.8479003906,-81.9909667969,37.8479003906,-82.001953125,1
dntxq5,37.8533935547,-81.9909667969,37.8533935547,-82.001953125,37.8588867188,-81.9909667969,37.8588867188,-82.001953125,1
dntxv9,37.9302978516,-82.0129394531,37.9302978516,-82.0239257812,37.9357910156,-82.0129394531,37.9357910156,-82.0239257812,1
dntxve,37.9412841797,-82.0129394531,37.9412841797,-82.0239257812,37.9467773438,-82.0129394531,37.9467773438,-82.0239257812,1
dntyc3,37.7545166016,-81.8481445312,37.7545166016,-81.8591308594,37.7600097656,-81.8481445312,37.7600097656,-81.8591308594,1
dntyc6,37.7600097656,-81.8481445312,37.7600097656,-81.8591308594,37.7655029297,-81.8481445312,37.7655029297,-81.8591308594,1
dntvv4,37.5842285156,-81.6833496094,37.5842285156,-81.6943359375,37.5897216797,-81.6833496094,37.5897216797,-81.6943359375,1
dntvnj,37.4688720703,-81.6394042969,37.4688720703,-81.650390625,37.4743652344,-81.6394042969,37.4743652344,-81.650390625,1
dntyfz,37.7874755859,-81.7822265625,37.7874755859,-81.7932128906,37.79296875,-81.7822265625,37.79296875,-81.7932128906,1
dntvh9,37.4468994141,-81.7053222656,37.4468994141,-81.7163085938,37.4523925781,-81.7053222656,37.4523925781,-81.7163085938,1
dntqze,37.7655029297,-82.2766113281,37.7655029297,-82.2875976562,37.7709960938,-82.2766113281,37.7709960938,-82.2875976562,1
dntreu,37.9028320312,-82.44140625,37.9028320312,-82.4523925781,37.9083251953,-82.44140625,37.9083251953,-82.4523925781,1
dntrk9,37.8424072266,-82.4084472656,37.8424072266,-82.4194335938,37.8479003906,-82.4084472656,37.8479003906,-82.4194335938,1
dntrnf,37.8039550781,-82.3095703125,37.8039550781,-82.3205566406,37.8094482422,-82.3095703125,37.8094482422,-82.3205566406,1
dntrp9,37.7984619141,-82.2766113281,37.7984619141,-82.2875976562,37.8039550781,-82.2766113281,37.8039550781,-82.2875976562,1
dntrsf,37.8918457031,-82.3974609375,37.8918457031,-82.4084472656,37.8973388672,-82.3974609375,37.8973388672,-82.4084472656,1
dntrup,37.9632568359,-82.4304199219,37.9632568359,-82.44140625,37.96875,-82.4304199219,37.96875,-82.44140625,1
dntrz7,37.9412841797,-82.2875976562,37.9412841797,-82.2985839844,37.9467773438,-82.2875976562,37.9467773438,-82.2985839844,1
dnttvk,37.5952148438,-82.0239257812,37.5952148438,-82.0349121094,37.6007080078,-82.0239257812,37.6007080078,-82.0349121094,1
dntu6k,37.3315429688,-81.8041992188,37.3315429688,-81.8151855469,37.3370361328,-81.8041992188,37.3370361328,-81.8151855469,1
dntu6y,37.3425292969,-81.7822265625,37.3425292969,-81.7932128906,37.3480224609,-81.7822265625,37.3480224609,-81.7932128906,1
dntudd,37.3645019531,-81.7932128906,37.3645019531,-81.8041992188,37.3699951172,-81.7932128906,37.3699951172,-81.8041992188,1
dntukf,37.3205566406,-81.6943359375,37.3205566406,-81.7053222656,37.3260498047,-81.6943359375,37.3260498047,-81.7053222656,1
dntuzx,37.4359130859,-81.5734863281,37.4359130859,-81.5844726562,37.44140625,-81.5734863281,37.44140625,-81.5844726562,1
dntv1w,37.4743652344,-81.8371582031,37.4743652344,-81.8481445312,37.4798583984,-81.8371582031,37.4798583984,-81.8481445312,1
dntv4h,37.4633789062,-81.8151855469,37.4633789062,-81.826171875,37.4688720703,-81.8151855469,37.4688720703,-81.826171875,1
dntv4v,37.4688720703,-81.7822265625,37.4688720703,-81.7932128906,37.4743652344,-81.7822265625,37.4743652344,-81.7932128906,1
dntv8f,37.5402832031,-81.8701171875,37.5402832031,-81.8811035156,37.5457763672,-81.8701171875,37.5457763672,-81.8811035156,1
dntv9h,37.5512695312,-81.8591308594,37.5512695312,-81.8701171875,37.5567626953,-81.8591308594,37.5567626953,-81.8701171875,1
dntvbx,37.6116943359,-81.8811035156,37.6116943359,-81.8920898438,37.6171875,-81.8811035156,37.6171875,-81.8920898438,1
dntvcm,37.6007080078,-81.8481445312,37.6007080078,-81.8591308594,37.6062011719,-81.8481445312,37.6062011719,-81.8591308594,1
